"subject","block","trial","condition","correct_response","participant_response","rt","ip_address","latitude","longitude","browser_version","operating_system","screen_resolution","device_type","user_agent","session_id","click_rate","error_count"
"subj028",2,27,"ink_naming_cong","yellow","yellow",1043,"212.78.227.124",-53.1876462791115,-29.7784933447838,"Chrome","Windows","174x701","Desktop","Agent8993",1771,0,0
"subj028",2,28,"ink_naming_cong","yellow","yellow",1168,"213.4.66.190",9.22227508854121,-111.538695953786,"Chrome","Windows","333x657","Desktop","Agent6120",162,0,0
"subj028",2,29,"ink_naming_incong","green","green",1198,"200.74.189.193",-41.2185198068619,61.3619035575539,"Chrome","Windows","951x467","Desktop","Agent5736",4093,0,0
"subj028",2,30,"word_reading_incong","red",NA,NA,"196.141.214.67",50.2543136849999,90.4074160661548,"Chrome","Windows","561x135","Desktop","Agent3406",5993,0,0
"subj028",2,31,"word_reading_incong","green","green",765,"213.178.209.218",-10.289518344216,-160.826705787331,"Chrome","Windows","651x364","Desktop","Agent4305",3753,0,0
"subj028",2,32,"word_reading_incong","green","green",718,"214.119.210.78",86.5895289927721,142.203442370519,"Chrome","Windows","994x97","Desktop","Agent8790",2291,0,0
"subj028",2,33,"ink_naming_incong","yellow",NA,NA,"195.251.133.201",-23.720415327698,105.900598308071,"Chrome","Windows","1012x614","Desktop","Agent1540",9725,0,0
"subj028",2,34,"word_reading_cong","red","red",795,"214.169.118.29",19.4471608707681,-46.5185890439898,"Chrome","Windows","933x575","Desktop","Agent2394",9225,0,0
"subj028",2,35,"ink_naming_cong","red","red",972,"216.41.139.182",-6.56805471517146,64.8690344206989,"Chrome","Windows","401x49","Desktop","Agent4785",1709,0,0
"subj028",2,36,"word_reading_incong","red","blue",871,"204.0.224.232",-75.4846106423065,48.4575465414673,"Chrome","Windows","64x265","Desktop","Agent3186",845,0,0
"subj028",2,37,"ink_naming_cong","blue","blue",966,"199.125.171.9",45.642121466808,-39.65900586918,"Chrome","Windows","512x749","Desktop","Agent3111",235,0,0
"subj028",2,38,"ink_naming_cong","yellow","yellow",1067,"206.155.170.132",38.6809139186516,-96.8377328943461,"Chrome","Windows","294x416","Desktop","Agent2488",5037,0,0
"subj028",2,39,"ink_naming_incong","red","red",1060,"205.23.158.177",2.60340831242502,-31.1056611780077,"Chrome","Windows","689x462","Desktop","Agent2343",5274,0,0
"subj028",2,40,"word_reading_cong","blue","blue",858,"218.247.11.128",10.0899180304259,-73.8383188191801,"Chrome","Windows","279x404","Desktop","Agent1297",5503,0,0
"subj028",2,41,"ink_naming_cong","yellow","yellow",752,"194.204.62.10",-84.1729001607746,7.22748720087111,"Chrome","Windows","232x749","Desktop","Agent6132",8368,0,0
"subj028",2,42,"ink_naming_cong","yellow","green",1014,"217.156.187.86",48.701739711687,-34.5700734201819,"Chrome","Windows","110x363","Desktop","Agent5044",4532,0,0
"subj028",2,43,"ink_naming_incong","blue","blue",956,"195.69.221.100",4.99789873603731,-164.401453463361,"Chrome","Windows","173x216","Desktop","Agent8635",874,0,0
"subj028",2,44,"word_reading_incong","green","green",720,"212.173.236.188",-84.5051252748817,178.699675044045,"Chrome","Windows","279x329","Desktop","Agent4814",4066,0,0
"subj028",2,45,"word_reading_incong","red","red",753,"202.16.104.70",88.2901097740978,139.101756820455,"Chrome","Windows","219x349","Desktop","Agent7699",1155,0,0
"subj028",2,46,"word_reading_cong","green","green",834,"200.83.151.84",54.1783882398158,-104.117382606491,"Chrome","Windows","375x382","Desktop","Agent7719",5125,0,0
"subj028",2,47,"ink_naming_cong","red",NA,NA,"196.178.18.40",-36.8654938554391,-7.05459167249501,"Chrome","Windows","838x36","Desktop","Agent9627",7091,0,0
"subj028",2,48,"word_reading_cong","green","green",624,"204.83.50.133",-3.89012151863426,-158.352735266089,"Chrome","Windows","381x550","Desktop","Agent4481",9480,0,0
"subj028",2,49,"ink_naming_cong","red","red",1030,"222.51.8.34",-0.141765936277807,-56.2599586229771,"Chrome","Windows","694x665","Desktop","Agent6624",3783,0,0
"subj028",2,50,"word_reading_incong","yellow","yellow",737,"205.212.90.88",-32.1072752634063,170.685298377648,"Chrome","Windows","693x340","Desktop","Agent4635",2012,0,0
"subj028",3,1,"word_reading_cong","yellow","yellow",485,"221.54.241.213",-28.8677408080548,-17.5526450201869,"Chrome","Windows","578x309","Desktop","Agent4721",9387,0,0
"subj028",3,2,"ink_naming_incong","red","red",1175,"198.193.32.193",-6.77238560747355,153.033292265609,"Chrome","Windows","585x339","Desktop","Agent4992",8003,0,0
"subj028",3,3,"word_reading_incong","red","red",678,"200.160.16.67",-57.8574208728969,-169.514865176752,"Chrome","Windows","333x8","Desktop","Agent7766",1281,0,0
"subj028",3,4,"ink_naming_incong","green","green",1228,"202.115.5.148",82.4642660887912,-29.8044344969094,"Chrome","Windows","784x740","Desktop","Agent2895",7495,0,0
"subj028",3,5,"word_reading_incong","yellow",NA,NA,"212.29.51.129",-11.5347612882033,147.57832210511,"Chrome","Windows","660x564","Desktop","Agent7372",9915,0,0
"subj028",3,6,"ink_naming_cong","blue","blue",1045,"198.245.63.72",33.8567518349737,-130.81988889724,"Chrome","Windows","703x246","Desktop","Agent5659",4235,0,0
"subj028",3,7,"word_reading_incong","yellow","yellow",628,"222.15.146.14",64.4252040982246,-160.499731935561,"Chrome","Windows","247x140","Desktop","Agent9788",1243,0,0
"subj028",3,8,"ink_naming_incong","blue","blue",1102,"217.45.217.161",15.7703576143831,156.864259466529,"Chrome","Windows","40x152","Desktop","Agent9707",8144,0,0
"subj028",3,9,"ink_naming_cong","blue","blue",812,"198.61.51.42",-75.9083584276959,104.325903905556,"Chrome","Windows","186x47","Desktop","Agent7063",8627,0,0
"subj028",3,10,"ink_naming_cong","green","green",1033,"215.109.184.143",75.9765544719994,57.5842196960002,"Chrome","Windows","325x62","Desktop","Agent3371",3528,0,0
"subj028",3,11,"word_reading_incong","green","green",612,"203.128.198.171",47.5485719740391,22.0183154940605,"Chrome","Windows","875x121","Desktop","Agent9028",6992,0,0
"subj028",3,12,"word_reading_incong","yellow","yellow",717,"194.209.132.29",-7.78808573260903,86.2452380452305,"Chrome","Windows","482x365","Desktop","Agent6346",5709,0,0
"subj028",3,13,"ink_naming_cong","blue","blue",952,"206.103.203.180",-25.491058845073,90.9630219172686,"Chrome","Windows","816x438","Desktop","Agent2633",7779,0,0
"subj028",3,14,"word_reading_incong","yellow","yellow",556,"202.228.218.171",74.2776668351144,111.861828127876,"Chrome","Windows","612x165","Desktop","Agent2801",8377,0,0
"subj028",3,15,"word_reading_cong","red","red",854,"221.171.5.197",-77.3938537063077,61.2214357685298,"Chrome","Windows","680x49","Desktop","Agent8272",5219,0,0
"subj028",3,16,"word_reading_incong","green","green",627,"205.237.213.71",-42.9089898336679,24.2659897170961,"Chrome","Windows","44x617","Desktop","Agent7878",8623,0,0
"subj028",3,17,"word_reading_incong","yellow","yellow",712,"223.108.121.250",21.3070556055754,-69.4141639955342,"Chrome","Windows","346x535","Desktop","Agent7709",6639,0,0
"subj028",3,18,"word_reading_incong","green","green",628,"192.165.119.84",-25.1143130427226,-118.448238540441,"Chrome","Windows","787x364","Desktop","Agent1288",508,0,0
"subj028",3,19,"ink_naming_incong","yellow","blue",1122,"203.158.33.20",23.0019216472283,13.8386847451329,"Chrome","Windows","270x332","Desktop","Agent6903",5747,0,0
"subj028",3,20,"word_reading_cong","blue","blue",648,"209.202.35.123",35.5450317962095,-28.0878691747785,"Chrome","Windows","638x160","Desktop","Agent1323",5845,0,0
"subj028",3,21,"ink_naming_cong","green","green",1015,"209.203.76.228",87.1517539490014,-39.8349606245756,"Chrome","Windows","909x678","Desktop","Agent8628",1069,0,0
"subj028",3,22,"ink_naming_incong","blue","blue",977,"204.209.192.193",86.4143307879567,96.2532462738454,"Chrome","Windows","50x371","Desktop","Agent8853",2412,0,0
"subj028",3,23,"word_reading_cong","green",NA,NA,"198.27.253.35",-78.9566417830065,158.636197568849,"Chrome","Windows","285x622","Desktop","Agent4624",2197,0,0
"subj028",3,24,"word_reading_incong","yellow","yellow",791,"203.71.155.254",69.0904892608523,-179.77853436023,"Chrome","Windows","266x685","Desktop","Agent1517",2135,0,0
"subj028",3,25,"word_reading_incong","green","green",509,"214.137.161.147",-61.2351866997778,61.7910877615213,"Chrome","Windows","390x309","Desktop","Agent6975",5130,0,0
"subj028",3,26,"word_reading_cong","blue","blue",668,"193.149.178.144",-85.2436882071197,-66.8253607302904,"Chrome","Windows","463x609","Desktop","Agent4509",6544,0,0
"subj028",3,27,"word_reading_cong","yellow","yellow",691,"199.167.80.116",36.4122722391039,-144.865364748985,"Chrome","Windows","553x690","Desktop","Agent6301",3133,0,0
"subj028",3,28,"word_reading_incong","red","red",625,"202.13.89.11",82.6065588695928,-134.04757280834,"Chrome","Windows","373x537","Desktop","Agent4841",2386,0,0
"subj028",3,29,"word_reading_cong","red","red",532,"217.21.61.240",-63.091721967794,-68.9316827896982,"Chrome","Windows","368x69","Desktop","Agent1995",9763,0,0
"subj028",3,30,"word_reading_incong","green",NA,NA,"215.16.207.218",62.240580143407,-48.0507568549365,"Chrome","Windows","937x290","Desktop","Agent8230",6508,0,0
"subj028",3,31,"ink_naming_incong","red","red",1191,"223.193.189.46",-89.9521450744942,117.735239826143,"Chrome","Windows","836x310","Desktop","Agent4666",9552,0,0
"subj028",3,32,"ink_naming_cong","red","red",1087,"194.59.245.72",-33.5567318368703,141.604206198826,"Chrome","Windows","846x98","Desktop","Agent5001",9075,0,0
"subj028",3,33,"ink_naming_cong","yellow","yellow",864,"203.19.220.178",-20.7556031551212,-98.2935393042862,"Chrome","Windows","855x749","Desktop","Agent3469",4384,0,0
"subj028",3,34,"ink_naming_cong","red","red",1052,"196.42.241.117",50.3038657363504,-101.05353933759,"Chrome","Windows","714x322","Desktop","Agent1127",7307,0,0
"subj028",3,35,"ink_naming_incong","red","red",1242,"202.93.74.25",44.4535258971155,50.4821125231683,"Chrome","Windows","760x393","Desktop","Agent4359",2959,0,0
"subj028",3,36,"ink_naming_cong","yellow","yellow",1204,"210.79.165.234",17.4806460225955,126.915431683883,"Chrome","Windows","268x424","Desktop","Agent8275",3429,0,0
"subj028",3,37,"ink_naming_cong","yellow","yellow",1268,"199.54.88.210",-43.3117124112323,-59.5768122375011,"Chrome","Windows","108x456","Desktop","Agent1207",32,0,0
"subj028",3,38,"word_reading_incong","yellow","yellow",692,"216.235.89.40",-12.6156960055232,1.16065562702715,"Chrome","Windows","207x143","Desktop","Agent2462",8386,0,0
"subj028",3,39,"ink_naming_incong","red","red",1037,"216.132.43.148",-25.3503439575434,-173.474714616314,"Chrome","Windows","14x153","Desktop","Agent5456",5807,0,0
"subj028",3,40,"word_reading_incong","green","green",555,"197.130.201.211",-78.0009529413655,-134.543013107032,"Chrome","Windows","911x95","Desktop","Agent5855",7047,0,0
"subj028",3,41,"word_reading_cong","red","red",792,"218.182.119.114",-41.0809046309441,-142.577669620514,"Chrome","Windows","745x78","Desktop","Agent6033",205,0,0
"subj028",3,42,"ink_naming_cong","blue","blue",1187,"202.236.39.254",62.8472549188882,-36.7190154455602,"Chrome","Windows","898x669","Desktop","Agent8367",9752,0,0
"subj028",3,43,"ink_naming_cong","blue","red",882,"217.93.93.149",-48.6262839753181,62.12396976538,"Chrome","Windows","329x744","Desktop","Agent4990",9364,0,0
"subj028",3,44,"ink_naming_incong","blue","blue",1177,"223.106.209.107",30.5081964377314,-95.2471923362464,"Chrome","Windows","318x694","Desktop","Agent7616",9611,0,0
"subj028",3,45,"word_reading_cong","blue","blue",650,"208.194.110.114",-26.6185700381175,-15.9817495476454,"Chrome","Windows","569x552","Desktop","Agent1287",2975,0,0
"subj028",3,46,"word_reading_incong","blue","blue",873,"209.254.148.146",70.2164533222094,39.5282201003283,"Chrome","Windows","958x232","Desktop","Agent9379",8088,0,0
"subj028",3,47,"word_reading_incong","yellow","yellow",616,"202.172.218.149",-4.69662048853934,-100.076502459124,"Chrome","Windows","819x161","Desktop","Agent9252",3439,0,0
"subj028",3,48,"word_reading_incong","red","red",740,"214.83.5.27",-17.3531671660021,-98.1401685811579,"Chrome","Windows","661x513","Desktop","Agent8005",3509,0,0
"subj028",3,49,"word_reading_cong","green","green",618,"218.197.28.220",65.684640663676,-66.339276144281,"Chrome","Windows","511x11","Desktop","Agent8138",8048,0,0
"subj028",3,50,"ink_naming_cong","red","red",977,"195.83.74.13",17.8597829304636,78.9367409236729,"Chrome","Windows","758x422","Desktop","Agent9603",6699,0,0
"subj028",4,1,"word_reading_incong","yellow","yellow",646,"222.254.45.128",-1.58448798581958,-88.9156980626285,"Chrome","Windows","103x532","Desktop","Agent1068",5364,0,0
"subj028",4,2,"ink_naming_incong","yellow","yellow",1179,"217.76.62.113",20.3652864648029,-174.648960577324,"Chrome","Windows","491x704","Desktop","Agent7290",9305,0,0
"subj028",4,3,"ink_naming_cong","red","green",1053,"222.251.92.131",55.8906901907176,110.029004300013,"Chrome","Windows","529x280","Desktop","Agent5150",3957,0,0
"subj028",4,4,"word_reading_cong","red",NA,NA,"216.110.8.15",5.08033232297748,164.490477573127,"Chrome","Windows","471x278","Desktop","Agent4368",8683,0,0
"subj028",4,5,"ink_naming_cong","green","green",1039,"218.209.57.53",81.6241126460955,-172.414718018845,"Chrome","Windows","321x730","Desktop","Agent3029",9977,0,0
"subj028",4,6,"word_reading_incong","green","green",707,"192.99.75.230",-20.8138728467748,175.48845696263,"Chrome","Windows","804x450","Desktop","Agent5531",8956,0,0
"subj028",4,7,"word_reading_incong","red","red",774,"197.73.224.168",-65.5511125037447,136.005644481629,"Chrome","Windows","256x334","Desktop","Agent9623",5368,0,0
"subj028",4,8,"ink_naming_cong","green","green",1072,"209.227.18.156",-83.8982415385544,104.903102712706,"Chrome","Windows","319x258","Desktop","Agent7352",511,0,0
"subj028",4,9,"word_reading_cong","green","green",762,"196.41.88.26",-62.448902959004,-68.3019659947604,"Chrome","Windows","628x612","Desktop","Agent3719",6466,0,0
"subj028",4,10,"ink_naming_cong","yellow","yellow",994,"215.58.58.194",-5.10072197299451,-111.154943928123,"Chrome","Windows","405x590","Desktop","Agent2380",2906,0,0
"subj028",4,11,"word_reading_incong","green","green",84,"192.22.32.121",-87.2468831436709,-76.8592407926917,"Chrome","Windows","172x147","Desktop","Agent7486",43,0,0
"subj028",4,12,"word_reading_cong","red","red",817,"202.64.121.134",-44.142204914242,-4.47842127643526,"Chrome","Windows","940x703","Desktop","Agent4402",935,0,0
"subj028",4,13,"word_reading_incong","green","green",792,"205.108.69.140",62.2477476345375,-138.395987916738,"Chrome","Windows","262x101","Desktop","Agent3062",5403,0,0
"subj028",4,14,"ink_naming_cong","blue","blue",871,"201.142.142.21",-88.4192859660834,-86.9897261448205,"Chrome","Windows","105x635","Desktop","Agent9494",4641,0,0
"subj028",4,15,"word_reading_incong","blue","blue",729,"203.149.255.128",-56.1036051157862,178.233240908012,"Chrome","Windows","205x705","Desktop","Agent3491",1096,0,0
