"subject","block","trial","condition","correct_response","participant_response","rt","ip_address","latitude","longitude","browser_version","operating_system","screen_resolution","device_type","user_agent","session_id","click_rate","error_count"
"subj025",2,10,"word_reading_cong","red",NA,NA,"206.138.239.30",-75.4426914453506,1.90272051841021,"Chrome","Windows","475x420","Desktop","Agent7648",4129,0,0
"subj025",2,11,"ink_naming_incong","blue",NA,NA,"205.7.148.95",-18.9195991074666,68.0122897680849,"Chrome","Windows","674x259","Desktop","Agent6379",6840,0,0
"subj025",2,12,"word_reading_incong","green","green",824,"201.152.36.249",45.9089873917401,13.834918839857,"Chrome","Windows","291x32","Desktop","Agent4329",262,0,0
"subj025",2,13,"ink_naming_incong","red","red",1115,"203.6.53.52",88.1861369591206,-157.45426020585,"Chrome","Windows","48x458","Desktop","Agent3214",879,0,0
"subj025",2,14,"word_reading_cong","yellow","yellow",732,"221.152.97.82",-36.6732901940122,-115.521378032863,"Chrome","Windows","884x750","Desktop","Agent5168",3697,0,0
"subj025",2,15,"word_reading_cong","yellow","yellow",669,"192.224.151.79",-58.4811841696501,10.0905351899564,"Chrome","Windows","516x767","Desktop","Agent3836",8467,0,0
"subj025",2,16,"ink_naming_incong","blue",NA,NA,"207.225.218.212",-63.580905678682,40.1536642201245,"Chrome","Windows","74x664","Desktop","Agent5521",5252,0,0
"subj025",2,17,"ink_naming_incong","green","green",1188,"215.42.1.202",-2.18474239110947,42.2253017127514,"Chrome","Windows","728x275","Desktop","Agent1865",6695,0,0
"subj025",2,18,"ink_naming_incong","yellow","yellow",1101,"200.100.8.14",-6.51064542587847,-21.4011525269598,"Chrome","Windows","741x530","Desktop","Agent3536",3600,0,0
"subj025",2,19,"ink_naming_cong","green","green",769,"223.246.71.44",51.7983018234372,99.3395115528256,"Chrome","Windows","607x379","Desktop","Agent4329",505,0,0
"subj025",2,20,"word_reading_incong","blue","blue",5061,"195.82.34.89",52.8193008620292,-54.6000948641449,"Chrome","Windows","516x221","Desktop","Agent3950",7688,0,0
"subj025",2,21,"ink_naming_incong","yellow","yellow",984,"200.110.82.82",8.38956217747182,92.7546351961792,"Chrome","Windows","721x764","Desktop","Agent7745",5647,0,0
"subj025",2,22,"ink_naming_cong","green","green",948,"197.138.207.43",-4.98352624475956,101.926430398598,"Chrome","Windows","569x260","Desktop","Agent9106",7036,0,0
"subj025",2,23,"word_reading_incong","yellow","yellow",746,"211.227.94.122",27.1985101886094,144.541368819773,"Chrome","Windows","435x620","Desktop","Agent8910",1207,0,0
"subj025",2,24,"word_reading_cong","red","red",704,"199.239.188.109",57.4549210024998,155.904842689633,"Chrome","Windows","155x666","Desktop","Agent6908",8324,0,0
"subj025",2,25,"word_reading_cong","blue","blue",654,"203.171.186.130",-6.72438651323318,158.170919381082,"Chrome","Windows","673x635","Desktop","Agent3404",990,0,0
"subj025",2,26,"word_reading_incong","green",NA,NA,"202.173.0.141",13.6074140807614,-25.5337131768465,"Chrome","Windows","803x29","Desktop","Agent6019",5695,0,0
"subj025",2,27,"ink_naming_cong","green","green",890,"198.86.89.162",5.14211776200682,18.8277083449066,"Chrome","Windows","681x321","Desktop","Agent8007",4743,0,0
"subj025",2,28,"ink_naming_incong","yellow","yellow",1072,"207.87.48.23",36.4996604947373,128.48298093304,"Chrome","Windows","990x402","Desktop","Agent1969",4072,0,0
"subj025",2,29,"ink_naming_incong","blue","blue",1048,"212.255.237.222",54.2243567341939,-86.9625674374402,"Chrome","Windows","260x513","Desktop","Agent4313",7356,0,0
"subj025",2,30,"word_reading_cong","blue","blue",647,"209.244.152.161",-1.83936364017427,-142.365204216912,"Chrome","Windows","1015x571","Desktop","Agent1676",7401,0,0
"subj025",2,31,"word_reading_cong","yellow","yellow",838,"199.84.235.25",-80.7113022264093,159.079797724262,"Chrome","Windows","754x548","Desktop","Agent7095",8769,0,0
"subj025",2,32,"ink_naming_incong","yellow","yellow",1118,"218.221.196.115",-5.4666274599731,85.3966532461345,"Chrome","Windows","902x53","Desktop","Agent4426",3720,0,0
"subj025",2,33,"ink_naming_incong","yellow",NA,NA,"198.242.82.207",70.4876481229439,-123.646389031783,"Chrome","Windows","8x530","Desktop","Agent5665",194,0,0
"subj025",2,34,"word_reading_incong","blue","blue",732,"213.151.83.209",-25.0604816526175,-157.982655381784,"Chrome","Windows","658x746","Desktop","Agent4640",6059,0,0
"subj025",2,35,"word_reading_cong","red",NA,NA,"210.149.126.71",1.92127742338926,115.65915774554,"Chrome","Windows","1020x337","Desktop","Agent3794",217,0,0
"subj025",2,36,"ink_naming_cong","green","green",942,"217.98.131.140",44.3502759374678,133.077127542347,"Chrome","Windows","436x182","Desktop","Agent6686",7902,0,0
"subj025",2,37,"word_reading_cong","blue","blue",758,"196.187.110.43",-52.2796323616058,75.1719524525106,"Chrome","Windows","593x666","Desktop","Agent3250",1260,0,0
"subj025",2,38,"word_reading_cong","blue","blue",645,"209.48.32.2",-28.6710426025093,26.1617028806359,"Chrome","Windows","241x666","Desktop","Agent8345",7238,0,0
"subj025",2,39,"ink_naming_cong","green","green",1030,"204.124.185.35",67.2772955568507,34.2330824397504,"Chrome","Windows","286x234","Desktop","Agent8950",72,0,0
"subj025",2,40,"ink_naming_incong","green","green",1165,"223.28.184.184",-5.59002114459872,170.080712456256,"Chrome","Windows","404x148","Desktop","Agent3809",2543,0,0
"subj025",2,41,"ink_naming_incong","blue","blue",1217,"210.199.167.51",-31.6556941112503,-166.931959083304,"Chrome","Windows","734x367","Desktop","Agent2962",4119,0,0
"subj025",2,42,"word_reading_incong","yellow","yellow",758,"219.156.36.79",39.9358942033723,-20.6525004655123,"Chrome","Windows","258x481","Desktop","Agent2217",144,0,0
"subj025",2,43,"ink_naming_incong","red","red",1045,"219.101.55.155",34.1984433028847,135.344785982743,"Chrome","Windows","903x209","Desktop","Agent3231",447,0,0
"subj025",2,44,"ink_naming_incong","yellow","yellow",1237,"199.117.77.41",51.7799032106996,-116.014850847423,"Chrome","Windows","399x631","Desktop","Agent2301",9666,0,0
"subj025",2,45,"word_reading_cong","yellow","yellow",655,"213.105.59.176",-25.6321601383388,93.3884468022734,"Chrome","Windows","503x578","Desktop","Agent2159",6779,0,0
"subj025",2,46,"ink_naming_incong","yellow","yellow",1262,"211.120.1.6",-31.8821143778041,-115.864668851718,"Chrome","Windows","374x102","Desktop","Agent6395",5025,0,0
"subj025",2,47,"ink_naming_incong","red","red",1124,"208.44.242.234",-34.3442378332838,-49.2837861087173,"Chrome","Windows","675x136","Desktop","Agent1073",6288,0,0
"subj025",2,48,"word_reading_cong","blue","blue",691,"220.247.128.31",77.3520043725148,-20.8845731522888,"Chrome","Windows","505x187","Desktop","Agent4204",4957,0,0
"subj025",2,49,"word_reading_incong","blue","blue",754,"201.125.18.237",83.0895594600588,-142.030983036384,"Chrome","Windows","41x524","Desktop","Agent6462",7090,0,0
"subj025",2,50,"ink_naming_cong","red","red",1107,"218.226.120.251",78.3918031398207,-51.5067620482296,"Chrome","Windows","989x519","Desktop","Agent2891",9061,0,0
"subj025",3,1,"ink_naming_cong","yellow","yellow",1112,"218.105.16.139",-60.2842125948519,15.7920409273356,"Chrome","Windows","433x376","Desktop","Agent1389",6156,0,0
"subj025",3,2,"ink_naming_cong","yellow","yellow",1014,"216.4.81.138",-60.7478214008734,136.357488362119,"Chrome","Windows","163x660","Desktop","Agent8583",6438,0,0
"subj025",3,3,"ink_naming_cong","blue","blue",1014,"211.111.235.134",86.9458088697866,111.544474773109,"Chrome","Windows","413x724","Desktop","Agent8642",1731,0,0
"subj025",3,4,"ink_naming_cong","green","green",1128,"209.125.254.93",0.91122611425817,-26.1939867865294,"Chrome","Windows","482x120","Desktop","Agent8463",3226,0,0
"subj025",3,5,"word_reading_cong","red","red",581,"205.170.68.159",8.33916929550469,87.1630392596126,"Chrome","Windows","731x374","Desktop","Agent7603",179,0,0
"subj025",3,6,"word_reading_incong","blue","blue",5067,"205.205.53.165",27.0317305158824,-112.957671778277,"Chrome","Windows","970x458","Desktop","Agent4410",6768,0,0
"subj025",3,7,"ink_naming_cong","red","red",1077,"198.137.202.109",69.7066852496937,-42.4959886539727,"Chrome","Windows","1001x749","Desktop","Agent9117",9922,0,0
"subj025",3,8,"word_reading_cong","green","green",722,"192.75.31.141",-2.13064252864569,9.69345392659307,"Chrome","Windows","354x664","Desktop","Agent4772",9775,0,0
"subj025",3,9,"word_reading_incong","red",NA,NA,"222.171.233.112",41.525579765439,13.7308922968805,"Chrome","Windows","25x242","Desktop","Agent4018",4371,0,0
"subj025",3,10,"ink_naming_incong","yellow","yellow",1341,"223.125.86.65",77.2947083646432,-24.8171986732632,"Chrome","Windows","121x131","Desktop","Agent7894",4424,0,0
"subj025",3,11,"word_reading_incong","green","green",700,"192.172.204.155",-45.6865976890549,-65.5597534496337,"Chrome","Windows","384x745","Desktop","Agent8642",9703,0,0
"subj025",3,12,"ink_naming_cong","yellow","yellow",922,"193.102.217.42",-69.3915088009089,-68.5861219838262,"Chrome","Windows","618x449","Desktop","Agent1761",9972,0,0
"subj025",3,13,"ink_naming_incong","blue","blue",1125,"195.206.32.21",-33.882533563301,-67.9711280018091,"Chrome","Windows","931x550","Desktop","Agent9532",9999,0,0
"subj025",3,14,"word_reading_cong","blue","blue",793,"214.102.198.211",29.6119458088651,133.789628455415,"Chrome","Windows","613x252","Desktop","Agent4895",6310,0,0
"subj025",3,15,"ink_naming_incong","yellow","yellow",1271,"195.179.155.5",-89.0425700694323,-174.303664639592,"Chrome","Windows","556x343","Desktop","Agent2716",924,0,0
"subj025",3,16,"word_reading_cong","blue","blue",686,"204.64.97.170",-12.5505733117461,-77.0754550863057,"Chrome","Windows","648x397","Desktop","Agent3681",9449,0,0
"subj025",3,17,"ink_naming_incong","green","green",1117,"220.176.139.117",56.3531879754737,-72.6927947904915,"Chrome","Windows","981x57","Desktop","Agent3036",931,0,0
"subj025",3,18,"word_reading_incong","red","red",774,"205.212.146.62",-37.7306393254548,112.402055282146,"Chrome","Windows","215x524","Desktop","Agent5151",2171,0,0
"subj025",3,19,"ink_naming_cong","red","red",1127,"223.159.105.7",-2.31089279986918,80.6477602757514,"Chrome","Windows","965x572","Desktop","Agent9939",6096,0,0
"subj025",3,20,"word_reading_incong","yellow","yellow",726,"213.45.201.154",-88.877218212001,-64.9720278102905,"Chrome","Windows","237x652","Desktop","Agent1361",6115,0,0
"subj025",3,21,"ink_naming_incong","red","red",992,"196.215.7.196",77.6289242645726,-78.9590634405613,"Chrome","Windows","772x34","Desktop","Agent9465",9603,0,0
"subj025",3,22,"word_reading_cong","green","green",672,"219.22.135.246",-33.7964782817289,-48.7105455715209,"Chrome","Windows","60x747","Desktop","Agent3710",9697,0,0
"subj025",3,23,"word_reading_incong","yellow","yellow",3026,"220.11.244.184",-26.7309742933139,106.2277437374,"Chrome","Windows","269x123","Desktop","Agent3911",9021,0,0
"subj025",3,24,"word_reading_incong","green","green",701,"202.189.126.63",20.1303923455998,146.797788804397,"Chrome","Windows","186x670","Desktop","Agent3113",2173,0,0
"subj025",3,25,"word_reading_incong","red","red",796,"217.44.145.112",71.0647181002423,176.409846134484,"Chrome","Windows","120x136","Desktop","Agent9189",9873,0,0
"subj025",3,26,"word_reading_cong","green","green",735,"208.115.166.215",-10.5363576393574,169.464841140434,"Chrome","Windows","796x661","Desktop","Agent7579",812,0,0
"subj025",3,27,"word_reading_cong","green","green",833,"218.21.103.66",-54.5334546267986,9.79224680922925,"Chrome","Windows","384x28","Desktop","Agent8748",1596,0,0
"subj025",3,28,"ink_naming_incong","yellow","yellow",1104,"208.230.173.153",-36.7059385031462,-167.244121776894,"Chrome","Windows","193x243","Desktop","Agent6351",7466,0,0
"subj025",3,29,"ink_naming_cong","yellow","yellow",1004,"197.208.17.238",74.713329244405,-121.398578435183,"Chrome","Windows","574x598","Desktop","Agent9587",851,0,0
"subj025",3,30,"ink_naming_incong","blue","blue",1278,"207.241.6.139",11.5566003788263,-127.023463184014,"Chrome","Windows","175x589","Desktop","Agent2807",5406,0,0
"subj025",3,31,"word_reading_incong","blue","blue",687,"208.120.17.70",1.48707924876362,-22.5954173225909,"Chrome","Windows","912x90","Desktop","Agent6432",2571,0,0
"subj025",3,32,"word_reading_cong","yellow","yellow",670,"206.161.76.32",-26.0669858241454,76.1280275322497,"Chrome","Windows","657x480","Desktop","Agent8894",5073,0,0
"subj025",3,33,"word_reading_cong","yellow","yellow",469,"222.240.12.85",-81.57181606628,-26.5827857237309,"Chrome","Windows","194x475","Desktop","Agent5279",6708,0,0
"subj025",3,34,"ink_naming_incong","blue","blue",1267,"222.153.60.41",37.8646635264158,-168.359426278621,"Chrome","Windows","393x714","Desktop","Agent8069",9524,0,0
"subj025",3,35,"ink_naming_cong","green","green",156,"219.236.4.65",24.0097110159695,-103.065518382937,"Chrome","Windows","394x187","Desktop","Agent1178",7611,0,0
"subj025",3,36,"word_reading_cong","green","green",686,"223.96.197.189",-52.5281881866977,-179.599241428077,"Chrome","Windows","367x233","Desktop","Agent5922",8144,0,0
"subj025",3,37,"ink_naming_incong","yellow","green",1106,"210.16.18.249",73.9696660079062,-80.0485840346664,"Chrome","Windows","719x411","Desktop","Agent2301",1392,0,0
"subj025",3,38,"word_reading_cong","red","red",732,"220.178.81.202",81.3065989455208,-36.6465011704713,"Chrome","Windows","136x148","Desktop","Agent9277",5976,0,0
"subj025",3,39,"word_reading_incong","blue","blue",819,"223.200.236.44",-37.4178919941187,41.2066609226167,"Chrome","Windows","747x495","Desktop","Agent1764",755,0,0
"subj025",3,40,"word_reading_cong","red","red",773,"204.173.68.203",-20.2754770545289,165.69422096014,"Chrome","Windows","542x644","Desktop","Agent3959",8851,0,0
"subj025",3,41,"ink_naming_incong","green","green",1320,"212.159.40.155",-52.3612520238385,-120.392876202241,"Chrome","Windows","416x507","Desktop","Agent9410",639,0,0
"subj025",3,42,"word_reading_incong","yellow","yellow",708,"213.128.169.229",-42.9788942355663,7.55265098065138,"Chrome","Windows","37x394","Desktop","Agent6192",2820,0,0
"subj025",3,43,"ink_naming_incong","green","green",1065,"202.41.145.109",-5.75899281073362,125.285421246663,"Chrome","Windows","662x111","Desktop","Agent8889",6487,0,0
"subj025",3,44,"word_reading_incong","green","green",754,"205.15.128.102",-40.0944091938436,-71.6844448819757,"Chrome","Windows","278x25","Desktop","Agent1067",1241,0,0
"subj025",3,45,"ink_naming_incong","blue","blue",1086,"211.166.25.213",46.0415018862113,147.860966585577,"Chrome","Windows","60x311","Desktop","Agent9864",1404,0,0
"subj025",3,46,"ink_naming_cong","yellow","yellow",966,"218.145.84.187",71.6542371734977,-172.329617897049,"Chrome","Windows","1017x763","Desktop","Agent1708",1544,0,0
"subj025",3,47,"word_reading_cong","red","red",730,"202.140.141.48",-57.7190646948293,-160.888015553355,"Chrome","Windows","128x495","Desktop","Agent7554",6191,0,0
"subj025",3,48,"word_reading_cong","yellow","yellow",936,"222.88.250.64",-88.7593304319307,-170.36987294443,"Chrome","Windows","889x694","Desktop","Agent2072",9762,0,0
"subj025",3,49,"ink_naming_incong","blue","blue",1095,"206.4.11.83",62.2354100178927,24.4736647792161,"Chrome","Windows","594x385","Desktop","Agent5554",1603,0,0
"subj025",3,50,"word_reading_cong","red","red",714,"206.240.210.216",42.6623454177752,105.872917408124,"Chrome","Windows","50x17","Desktop","Agent6275",8643,0,0
"subj025",4,1,"ink_naming_incong","yellow","yellow",1110,"209.0.35.218",89.3273339560255,52.8619857877493,"Chrome","Windows","503x223","Desktop","Agent6523",705,0,0
"subj025",4,2,"word_reading_cong","yellow",NA,NA,"218.12.27.141",62.5845413049683,6.90300973132253,"Chrome","Windows","61x77","Desktop","Agent1765",6001,0,0
"subj025",4,3,"word_reading_incong","blue","blue",675,"199.24.73.66",-86.367734153755,-158.151318551973,"Chrome","Windows","368x231","Desktop","Agent9459",2023,0,0
"subj025",4,4,"word_reading_cong","red","red",618,"194.163.36.50",27.9933183733374,64.8182730283588,"Chrome","Windows","500x31","Desktop","Agent5748",8206,0,0
"subj025",4,5,"word_reading_cong","green","green",691,"205.53.242.244",56.046854769811,-42.1893241535872,"Chrome","Windows","486x85","Desktop","Agent1574",1047,0,0
"subj025",4,6,"ink_naming_incong","green","green",1149,"220.20.93.194",-47.9243109421805,-57.0330416690558,"Chrome","Windows","597x271","Desktop","Agent8745",5796,0,0
"subj025",4,7,"ink_naming_incong","green","green",1170,"202.135.121.42",-14.3793197628111,-15.9694408904761,"Chrome","Windows","690x260","Desktop","Agent5290",7298,0,0
"subj025",4,8,"word_reading_cong","green","green",862,"194.228.18.160",-26.3266059709713,133.134677270427,"Chrome","Windows","19x383","Desktop","Agent7844",105,0,0
"subj025",4,9,"word_reading_incong","blue","blue",536,"205.161.149.22",46.3140901783481,-117.369291465729,"Chrome","Windows","902x736","Desktop","Agent3219",6164,0,0
"subj025",4,10,"word_reading_incong","green","green",820,"197.44.69.223",25.9760091081262,104.590044245124,"Chrome","Windows","130x70","Desktop","Agent3201",4886,0,0
"subj025",4,11,"word_reading_incong","red","red",751,"200.96.214.239",21.8328560795635,-62.7186383027583,"Chrome","Windows","897x140","Desktop","Agent6744",7916,0,0
"subj025",4,12,"ink_naming_cong","yellow","green",955,"218.58.109.244",-83.0956829851493,175.520223202184,"Chrome","Windows","339x84","Desktop","Agent7863",3710,0,0
"subj025",4,13,"word_reading_incong","blue","blue",749,"203.184.182.231",-58.9709722995758,149.923955379054,"Chrome","Windows","71x458","Desktop","Agent8971",3153,0,0
"subj025",4,14,"word_reading_incong","blue","blue",780,"203.153.184.216",-40.3237782977521,68.474450474605,"Chrome","Windows","237x721","Desktop","Agent2160",2196,0,0
